Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10,2000.0,7.0,5.0,0.04,0.03,0.11,0.01,0.18,55.0,18.0,-1.0,-1.0,817.0,0
10,2002.0,9.0,3.0,0.63,0.49,0.45,0.17,1.74,83.0,35.0,8.7,99.0,339.0,1
9,2002.0,12.0,15.0,1.22,0.1,0.91,0.04,2.27,81.0,24.0,8.9,54.0,164.0,0
2,2013.0,8.0,195.0,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,,-1
15,2013.0,12.0,15.0,0.47,0.42,0.13,0.08,1.1,80.0,66.0,8.2,283.0,175.0,3
10,2006.0,8.0,21.0,0.03,0.02,0.0,0.01,0.05,43.0,36.0,6.2,11.0,74.0,2
5,2009.0,6.0,1.0,0.12,0.0,0.0,0.01,0.12,-1.0,-1.0,1.3,9.0,579.0,0
8,2007.0,3.0,25.0,0.16,0.01,0.0,0.02,0.2,-1.0,-1.0,-1.0,-1.0,,-1
12,2016.0,4.0,21.0,0.0,0.05,0.0,0.0,0.06,74.0,33.0,2.9,431.0,74.0,1
9,2005.0,6.0,45.0,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.5,6.0,818.0,0
10,2002.0,9.0,3.0,0.0,0.0,0.8,0.0,0.8,-1.0,-1.0,-1.0,-1.0,,-1
5,2007.0,8.0,26.0,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13.0,94.0,1
16,2004.0,9.0,5.0,0.22,0.06,0.0,0.01,0.29,74.0,25.0,7.8,19.0,89.0,1
7,2013.0,7.0,5.0,0.46,0.17,0.0,0.07,0.69,75.0,18.0,5.8,175.0,289.0,3
3,2005.0,6.0,20.0,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7.0,6.0,819.0,0
1,2010.0,1.0,12.0,0.21,0.0,0.0,0.01,0.22,-1.0,-1.0,-1.0,-1.0,540.0,0
1,2008.0,1.0,29.0,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,399.0,0
10,2006.0,11.0,3.0,0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55.0,21.0,1
3,2010.0,9.0,248.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,8.0,296.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,10.0,29.0,0.86,0.45,0.0,0.06,1.36,80.0,53.0,8.9,58.0,778.0,1
5,2013.0,8.0,73.0,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,325.0,236.0,2
21,1989.0,6.0,45.0,0.14,0.01,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,2.0,188.0,0.05,0.02,0.0,0.0,0.07,-1.0,-1.0,-1.0,-1.0,820.0,0
10,2000.0,9.0,2.0,0.04,0.03,0.0,0.01,0.08,48.0,16.0,6.3,39.0,473.0,1
16,2003.0,8.0,45.0,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0,468.0,0
13,2014.0,5.0,92.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
17,1984.0,10.0,15.0,0.68,0.16,0.41,0.02,1.27,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,2.0,7.0,0.06,0.02,0.0,0.0,0.08,68.0,29.0,-1.0,-1.0,102.0,0
1,2008.0,4.0,1.0,0.44,0.31,0.0,0.08,0.83,79.0,18.0,8.5,18.0,165.0,1
6,1995.0,2.0,316.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
2,2014.0,2.0,3.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,2.0,9.0,0.28,0.22,0.0,0.07,0.57,-1.0,-1.0,-1.0,-1.0,,-1
14,1997.0,1.0,75.0,0.24,0.16,0.0,0.03,0.43,-1.0,-1.0,-1.0,-1.0,,-1
4,2012.0,10.0,8.0,4.99,5.73,0.65,2.42,13.79,83.0,21.0,5.3,922.0,127.0,2
10,2006.0,8.0,163.0,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2005.0,6.0,15.0,0.25,0.0,0.31,0.02,0.59,-1.0,-1.0,-1.0,-1.0,,-1
4,2013.0,11.0,226.0,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,821.0,0
10,2009.0,5.0,58.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
13,2015.0,8.0,72.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,7.0,29.0,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,822.0,0
5,2008.0,3.0,29.0,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0,331.0,1
10,2004.0,1.0,113.0,0.43,0.33,0.0,0.11,0.88,86.0,25.0,8.1,18.0,220.0,0
3,2009.0,9.0,10.0,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0,23.0,2
1,2011.0,2.0,29.0,0.18,0.49,0.0,0.1,0.77,66.0,5.0,-1.0,-1.0,79.0,3
14,1998.0,7.0,75.0,0.19,0.13,0.0,0.02,0.35,-1.0,-1.0,-1.0,-1.0,,-1
9,2007.0,8.0,1.0,0.14,0.05,0.0,0.0,0.2,65.0,4.0,-1.0,-1.0,780.0,0
2,2012.0,8.0,8.0,0.15,0.03,0.0,0.01,0.19,-1.0,-1.0,-1.0,-1.0,,-1
12,2008.0,8.0,29.0,0.0,0.01,0.0,0.0,0.02,52.0,22.0,6.0,38.0,28.0,1
12,2010.0,9.0,5.0,0.0,0.03,0.0,0.01,0.04,-1.0,-1.0,-1.0,-1.0,,-1
12,2012.0,9.0,173.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
14,1998.0,7.0,97.0,0.09,0.06,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,,-1
19,2007.0,10.0,329.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
5,2010.0,9.0,91.0,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,354.0,2
14,1999.0,7.0,45.0,0.4,0.27,0.0,0.05,0.72,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,1.0,73.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,823.0,0
10,2008.0,1.0,91.0,0.07,0.06,0.0,0.02,0.15,-1.0,-1.0,6.5,4.0,349.0,0
12,2009.0,3.0,233.0,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891.0,317.0,3
3,2007.0,11.0,5.0,0.62,0.04,0.0,0.06,0.71,66.0,8.0,4.0,5.0,345.0,0
10,2006.0,5.0,1.0,0.07,0.05,0.0,0.02,0.14,59.0,27.0,-1.0,-1.0,51.0,3
14,1997.0,7.0,70.0,0.09,0.06,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,5.0,19.0,0.14,0.0,0.0,0.01,0.15,67.0,9.0,-1.0,-1.0,824.0,0
8,2009.0,8.0,202.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
4,2012.0,4.0,330.0,0.04,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,114.0,2
8,2004.0,4.0,21.0,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,74.0,1
1,2008.0,1.0,29.0,1.1,0.03,0.06,0.09,1.28,-1.0,-1.0,8.4,13.0,79.0,0
17,1984.0,2.0,15.0,0.0,0.0,1.45,0.0,1.45,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,10.0,2.0,0.3,0.24,0.13,0.08,0.75,78.0,21.0,7.4,49.0,473.0,2
23,1997.0,10.0,172.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
12,-1.0,3.0,331.0,0.02,0.02,0.0,0.01,0.04,-1.0,-1.0,-1.0,-1.0,664.0,0
6,1997.0,1.0,15.0,0.0,0.0,0.17,0.0,0.17,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,1.0,172.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,8.0,73.0,0.13,0.18,0.03,0.06,0.39,-1.0,-1.0,-1.0,-1.0,,-1
2,2016.0,5.0,332.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,10.0,91.0,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,8.0,2
10,2002.0,7.0,9.0,0.03,0.02,0.0,0.01,0.05,70.0,14.0,4.4,5.0,662.0,0
28,1995.0,10.0,172.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2011.0,6.0,45.0,0.05,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,825.0,0
3,2007.0,11.0,23.0,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,60.0,0
5,2013.0,10.0,19.0,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,193.0,2
17,1991.0,6.0,172.0,0.16,0.03,0.15,0.1,0.44,-1.0,-1.0,-1.0,-1.0,,-1
12,2006.0,11.0,29.0,0.02,0.0,0.0,0.0,0.02,65.0,16.0,4.6,17.0,305.0,1
14,2001.0,6.0,29.0,0.03,0.02,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,8.0,0.18,0.05,0.0,0.03,0.27,-1.0,-1.0,8.5,4.0,124.0,0
15,2012.0,8.0,15.0,0.14,0.03,0.0,0.02,0.18,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,7.0,2.0,0.01,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,4.0,19.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
16,2001.0,8.0,15.0,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,11.0,0
2,2012.0,8.0,3.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,7.0,24.0,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,826.0,0
12,2010.0,8.0,56.0,0.02,0.01,0.0,0.0,0.03,79.0,15.0,7.9,55.0,119.0,3
8,2010.0,9.0,21.0,0.0,0.0,0.13,0.0,0.13,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,8.0,45.0,0.21,0.16,0.0,0.05,0.42,64.0,22.0,7.2,9.0,468.0,0
5,2011.0,2.0,11.0,1.45,0.41,0.01,0.16,2.04,86.0,56.0,8.2,63.0,55.0,1
3,2010.0,6.0,285.0,0.11,0.1,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,187.0,0
9,2001.0,2.0,3.0,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,589.0,0
22,2016.0,1.0,83.0,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,827.0,-1
4,2007.0,10.0,29.0,0.34,0.48,0.02,0.19,1.03,84.0,29.0,8.1,41.0,828.0,1
9,2005.0,8.0,5.0,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0,26.0,3
8,2011.0,5.0,12.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
2,2014.0,8.0,3.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,8.0,25.0,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0,17.0,0
4,2012.0,11.0,92.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,6.0,228.0,0.06,0.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,44.0,0
3,2008.0,3.0,3.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,9.0,1.0,0.03,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
22,2016.0,9.0,226.0,0.02,0.04,0.0,0.01,0.06,60.0,38.0,6.7,116.0,829.0,2
3,2011.0,8.0,218.0,0.08,0.0,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,122.0,0
1,-1.0,11.0,103.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,187.0,-1
11,2002.0,11.0,11.0,0.05,0.02,0.02,0.0,0.1,83.0,20.0,8.5,20.0,74.0,1
8,2006.0,2.0,136.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
5,2007.0,7.0,5.0,1.04,0.79,0.01,0.21,2.05,72.0,42.0,7.1,78.0,738.0,3
4,2009.0,10.0,18.0,0.07,0.01,0.0,0.01,0.09,36.0,36.0,2.8,40.0,830.0,2
4,2012.0,8.0,2.0,0.21,0.15,0.04,0.06,0.46,64.0,41.0,6.9,262.0,831.0,2
10,2007.0,5.0,66.0,0.0,0.0,0.17,0.0,0.17,-1.0,-1.0,-1.0,-1.0,,-1
12,2001.0,10.0,25.0,0.0,0.02,0.0,0.0,0.02,89.0,32.0,9.1,1016.0,718.0,2
12,2005.0,10.0,39.0,0.0,0.02,0.0,0.0,0.03,85.0,49.0,8.6,224.0,832.0,2
10,2004.0,1.0,19.0,0.1,0.08,0.0,0.03,0.2,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,2.0,9.0,0.0,1.04,0.0,0.31,1.35,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,11.0,5.0,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9.0,15.0,16.0,1
1,2009.0,7.0,193.0,0.08,0.0,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,110.0,0
4,2009.0,2.0,8.0,0.41,0.23,0.0,0.11,0.74,76.0,45.0,5.7,9.0,378.0,3
9,2004.0,11.0,29.0,0.45,0.17,0.0,0.01,0.63,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,1.0,8.0,0.17,0.03,0.0,0.03,0.23,-1.0,-1.0,-1.0,-1.0,157.0,1
14,1999.0,2.0,7.0,0.06,0.04,0.0,0.01,0.11,-1.0,-1.0,-1.0,-1.0,,-1
13,2015.0,8.0,26.0,0.0,0.0,0.02,0.0,0.02,70.0,15.0,7.4,9.0,94.0,1
10,2004.0,7.0,25.0,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,491.0,0
5,2012.0,1.0,5.0,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,147.0,3
4,2014.0,4.0,16.0,0.06,0.01,0.04,0.02,0.13,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,10.0,29.0,1.42,0.4,0.0,0.12,1.94,63.0,18.0,8.3,22.0,79.0,2
12,2016.0,1.0,2.0,0.0,0.02,0.0,0.0,0.02,69.0,9.0,3.7,137.0,29.0,0
10,2006.0,8.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,1.0,7.0,0.07,0.02,0.0,0.0,0.09,76.0,16.0,-1.0,-1.0,53.0,0
4,2007.0,7.0,18.0,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8.0,32.0,140.0,0
3,2008.0,2.0,3.0,0.0,0.0,0.65,0.0,0.65,-1.0,-1.0,-1.0,-1.0,,-1
13,2012.0,8.0,29.0,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,79.0,1
1,2007.0,5.0,3.0,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0,522.0,1
16,2003.0,1.0,45.0,0.04,0.01,0.0,0.0,0.05,60.0,11.0,-1.0,-1.0,428.0,0
4,2013.0,5.0,9.0,0.52,0.8,0.06,0.26,1.63,70.0,98.0,8.1,2652.0,421.0,2
8,2012.0,8.0,58.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
22,2016.0,8.0,65.0,0.0,0.04,0.0,0.01,0.05,-1.0,-1.0,-1.0,-1.0,,-1
4,-1.0,9.0,58.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2010.0,2.0,25.0,0.02,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,833.0,0
10,2003.0,10.0,45.0,0.02,0.01,0.0,0.0,0.03,73.0,17.0,9.0,5.0,380.0,1
14,1998.0,3.0,22.0,0.07,0.05,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,,-1
10,2008.0,4.0,128.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
16,2002.0,4.0,8.0,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0,834.0,1
10,2003.0,8.0,25.0,0.63,0.49,0.0,0.16,1.28,76.0,47.0,8.3,136.0,365.0,2
14,2001.0,3.0,43.0,0.0,0.0,0.58,0.04,0.62,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,7.0,5.0,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,835.0,0
1,2010.0,8.0,1.0,0.13,0.07,0.0,0.02,0.22,46.0,4.0,-1.0,-1.0,103.0,3
3,2011.0,9.0,65.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,5.0,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,64.0,0
6,1993.0,1.0,172.0,0.0,0.0,0.53,0.0,0.53,-1.0,-1.0,-1.0,-1.0,,-1
8,2009.0,1.0,19.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
8,2005.0,9.0,128.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,8.0,255.0,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6.0,33.0,814.0,2
10,2002.0,9.0,9.0,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.8,597.0,48.0,0
1,2010.0,7.0,285.0,0.04,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,263.0,0
1,2007.0,8.0,8.0,0.25,0.01,0.0,0.02,0.28,57.0,28.0,6.7,7.0,52.0,3
4,2013.0,8.0,12.0,0.02,0.01,0.0,0.01,0.05,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,8.0,25.0,1.04,1.22,0.03,0.27,2.56,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,5.0,271.0,0.0,0.0,0.16,0.01,0.17,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,2.0,29.0,0.72,1.08,0.0,0.23,2.03,73.0,24.0,7.7,29.0,836.0,3
9,2005.0,6.0,3.0,0.17,0.06,0.0,0.0,0.24,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,1.0,5.0,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,64.0,0
13,2016.0,5.0,,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
5,2008.0,10.0,45.0,0.08,0.15,0.0,0.03,0.26,47.0,39.0,7.1,87.0,330.0,2
24,1993.0,12.0,19.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
23,1997.0,9.0,19.0,0.0,0.0,0.11,0.0,0.11,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,5.0,8.0,0.01,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
23,1995.0,9.0,10.0,0.0,0.0,0.38,0.0,0.38,-1.0,-1.0,-1.0,-1.0,,-1
23,1995.0,4.0,19.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,1.0,7.0,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,53.0,0
14,1994.0,10.0,2.0,0.0,0.0,0.31,0.02,0.33,-1.0,-1.0,-1.0,-1.0,,-1
5,2006.0,9.0,3.0,0.12,0.0,0.03,0.01,0.16,75.0,33.0,8.7,49.0,837.0,1
8,2006.0,5.0,9.0,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,180.0,0
10,2001.0,11.0,2.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,1.0,45.0,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
16,2007.0,8.0,1.0,0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,86.0,0
18,1998.0,12.0,210.0,0.72,0.17,0.0,0.01,0.91,-1.0,-1.0,-1.0,-1.0,,-1
22,2014.0,8.0,9.0,1.88,2.0,0.07,0.77,4.71,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,12.0,1.0,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8.0,10.0,155.0,0
9,2002.0,10.0,29.0,0.03,0.01,0.0,0.0,0.04,69.0,8.0,-1.0,-1.0,778.0,1
9,2004.0,8.0,39.0,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,26.0,0
9,2003.0,7.0,182.0,0.06,0.02,0.0,0.0,0.09,78.0,12.0,7.6,5.0,580.0,0
13,2016.0,5.0,12.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,12.0,39.0,0.38,0.0,0.0,0.03,0.42,45.0,12.0,5.8,8.0,39.0,0
8,2006.0,9.0,269.0,0.03,0.0,0.0,0.0,0.03,70.0,18.0,6.4,8.0,705.0,3
11,2003.0,8.0,22.0,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,14.0,2
4,2012.0,10.0,29.0,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,28.0,2
9,2002.0,8.0,333.0,0.14,0.05,0.0,0.0,0.19,64.0,9.0,-1.0,-1.0,259.0,0
5,2007.0,2.0,29.0,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,321.0,0
5,2008.0,2.0,45.0,0.27,0.01,0.01,0.02,0.31,63.0,16.0,-1.0,-1.0,138.0,3
12,2014.0,1.0,2.0,0.0,0.06,0.0,0.0,0.06,82.0,8.0,5.8,173.0,29.0,-1
14,1996.0,4.0,32.0,0.01,0.01,0.13,0.01,0.16,-1.0,-1.0,-1.0,-1.0,,-1
10,2007.0,1.0,2.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,2.0,3.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,8.0,29.0,0.21,0.12,0.03,0.05,0.41,70.0,30.0,6.8,19.0,79.0,1
5,2012.0,2.0,20.0,0.0,0.05,0.0,0.0,0.05,77.0,6.0,6.7,6.0,100.0,3
22,2016.0,9.0,65.0,0.11,0.21,0.0,0.06,0.38,84.0,59.0,7.6,511.0,377.0,2
3,2010.0,5.0,283.0,0.0,0.13,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,,-1
18,1999.0,1.0,7.0,0.47,0.11,0.0,0.01,0.59,-1.0,-1.0,-1.0,-1.0,,-1
4,2009.0,1.0,5.0,0.38,0.12,0.0,0.07,0.57,88.0,35.0,7.9,40.0,64.0,3
21,-1.0,1.0,8.0,0.48,0.03,0.0,0.01,0.51,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,10.0,65.0,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,46.0,838.0,2
4,2014.0,9.0,73.0,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,839.0,2
22,2014.0,5.0,99.0,0.1,0.09,0.01,0.04,0.25,-1.0,-1.0,-1.0,-1.0,,-1
8,2012.0,9.0,10.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,1.0,118.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,840.0,1
10,2005.0,2.0,25.0,0.1,0.08,0.0,0.03,0.21,60.0,17.0,8.6,5.0,528.0,1
14,1998.0,6.0,1.0,0.05,0.03,1.1,0.08,1.26,-1.0,-1.0,-1.0,-1.0,,-1
12,2016.0,3.0,28.0,0.0,0.01,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,5.0,65.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
14,1998.0,1.0,9.0,0.48,0.32,0.0,0.06,0.86,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,1.0,3.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,2.0,105.0,0.0,0.32,0.0,0.03,0.35,-1.0,-1.0,-1.0,-1.0,,-1
8,2011.0,11.0,3.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
8,2010.0,5.0,102.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
18,2001.0,1.0,2.0,0.0,0.0,0.12,0.04,0.16,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,8.0,1.0,0.22,0.28,0.0,0.06,0.56,62.0,6.0,8.0,4.0,86.0,3
10,2005.0,7.0,5.0,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,64.0,1
12,2012.0,10.0,25.0,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,629.0,2
8,2013.0,5.0,58.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
4,2015.0,8.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2010.0,5.0,58.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
12,2010.0,8.0,29.0,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,79.0,1
10,2006.0,9.0,334.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2004.0,6.0,20.0,0.03,0.0,0.0,0.0,0.03,76.0,12.0,-1.0,-1.0,841.0,0
14,1995.0,1.0,224.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
16,2005.0,10.0,8.0,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,127.0,1
11,2002.0,7.0,1.0,0.07,0.02,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,,-1
12,1992.0,10.0,335.0,0.02,0.0,0.0,0.0,0.03,85.0,44.0,8.2,1796.0,627.0,2
1,2010.0,1.0,15.0,0.88,0.44,0.63,0.12,2.08,64.0,54.0,7.1,34.0,145.0,0
12,2009.0,10.0,3.0,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,602.0,713.0,2
3,2007.0,11.0,1.0,0.26,0.01,0.0,0.02,0.28,-1.0,-1.0,-1.0,-1.0,842.0,0
3,2010.0,8.0,163.0,0.15,0.0,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,206.0,0
21,1980.0,4.0,8.0,0.72,0.04,0.0,0.01,0.77,-1.0,-1.0,-1.0,-1.0,,-1
